telemetry_id,timestamp,vehicle_id,speed_kmh,accel_m_s2,event,lat,lon,heading_deg
T020785,2025-09-21T07:32:30,V003,51.92,0.159,normal,52.379679,4.907732,34.94
T020786,2025-09-21T07:33:00,V003,95.6,-0.546,normal,52.379727,4.907871,35.69
T020787,2025-09-21T07:33:30,V003,68.27,-0.283,normal,52.37989,4.908005,37.34
T020788,2025-09-21T07:34:00,V003,57.46,1.058,normal,52.379945,4.908058,41.15
T020789,2025-09-21T07:34:30,V003,68.91,-0.281,normal,52.379958,4.90811,38.85
T020790,2025-09-21T07:35:00,V003,79.38,-0.411,normal,52.380075,4.908157,41.26
T020791,2025-09-21T07:35:30,V003,62.16,-0.455,normal,52.380086,4.907998,43.75
T020792,2025-09-21T07:36:00,V003,37.56,-2.03,hard_brake,52.380276,4.907847,44.78
T020793,2025-09-21T07:36:30,V003,47.98,-0.242,normal,52.38039,4.907622,42.1
T020794,2025-09-21T07:37:00,V003,62.9,-0.677,normal,52.380484,4.907787,42.32
T020795,2025-09-21T07:37:30,V003,71.42,0.303,normal,52.380338,4.908024,36.24
T020796,2025-09-21T07:38:00,V003,62.95,0.021,normal,52.380552,4.908113,35.35
T020797,2025-09-21T07:38:30,V003,54.42,0.318,normal,52.380617,4.908099,32.51
T020798,2025-09-21T07:39:00,V003,58.83,-0.388,normal,52.380747,4.90816,35.14
T020799,2025-09-21T07:39:30,V003,60.56,0.145,normal,52.380962,4.90815,36.22
T020800,2025-09-21T07:40:00,V003,67.77,-0.247,normal,52.381021,4.908168,33.31
T020801,2025-09-21T07:40:30,V003,52.92,0.952,normal,52.380834,4.908376,38.91
T020802,2025-09-21T07:41:00,V003,73.49,-0.454,normal,52.380863,4.908332,43.56
T020803,2025-09-21T07:41:30,V003,56.76,0.139,normal,52.380932,4.908414,44.61
T020804,2025-09-21T07:42:00,V003,48.4,0.259,normal,52.380934,4.908588,40.58
T020805,2025-09-21T07:42:30,V003,36.3,0.469,normal,52.381045,4.908703,41.93
T020806,2025-09-21T07:43:00,V003,39.88,0.228,normal,52.380996,4.90873,42.14
T020807,2025-09-21T07:43:30,V003,67.98,-0.719,normal,52.381095,4.908687,46.51
T020808,2025-09-21T07:44:00,V003,52.67,-0.912,normal,52.381058,4.9087,42.62
T020809,2025-09-21T07:44:30,V003,54.06,0.736,normal,52.381099,4.908724,41.61
T020810,2025-09-21T07:45:00,V003,62.5,-0.064,normal,52.381229,4.908974,45.27
T020811,2025-09-21T07:45:30,V003,38.26,-0.055,normal,52.381282,4.908871,47.49
T020812,2025-09-21T07:46:00,V003,62.59,2.231,hard_accel,52.381211,4.909027,45.89
T020813,2025-09-21T07:46:30,V003,36.85,-2.106,hard_brake,52.381256,4.909083,48.36
T020814,2025-09-21T07:47:00,V003,66.29,0.358,normal,52.381211,4.909097,47.52
T020815,2025-09-21T07:47:30,V003,61.36,-1.339,normal,52.381106,4.909167,45.26
T020816,2025-09-21T07:48:00,V003,67.14,-0.539,normal,52.38113,4.909356,47.82
T020817,2025-09-21T07:48:30,V003,70.86,-0.126,normal,52.381144,4.909527,50.37
T020818,2025-09-21T07:49:00,V003,78.23,0.042,normal,52.381228,4.90971,49.47
T020819,2025-09-21T07:49:30,V003,64.02,-0.307,normal,52.381326,4.909852,46.9
T020820,2025-09-21T07:50:00,V003,48.31,0.256,normal,52.381274,4.909918,45.34
T020821,2025-09-21T07:50:30,V003,55.79,-0.526,normal,52.381311,4.90996,46.08
T020822,2025-09-21T07:51:00,V003,50.78,-0.325,normal,52.381533,4.910309,41.66
T020823,2025-09-21T07:51:30,V003,66.19,0.32,normal,52.381512,4.910526,43.3
T020824,2025-09-21T07:52:00,V003,44.49,-0.149,normal,52.38157,4.910617,43.54
T020825,2025-09-21T07:52:30,V003,39.98,-0.127,normal,52.381717,4.910646,43.78
T020826,2025-09-21T07:53:00,V003,75.38,-0.504,normal,52.381908,4.910788,45.75
T020827,2025-09-21T07:53:30,V003,44.25,-0.02,normal,52.381979,4.910791,41.66
T020828,2025-09-21T07:54:00,V003,41.19,-0.259,normal,52.381846,4.911023,39.96
T020829,2025-09-21T07:54:30,V003,70.03,0.081,normal,52.381962,4.911166,40.71
T020830,2025-09-21T07:55:00,V003,48.17,-0.99,normal,52.382024,4.911477,41.36
T020831,2025-09-21T07:55:30,V003,62.93,-0.112,normal,52.382072,4.911536,41.55
T020832,2025-09-21T07:56:00,V003,53.9,-0.553,normal,52.382082,4.911336,41.77
T020833,2025-09-21T07:56:30,V003,59.98,-0.321,normal,52.382052,4.911514,38.78
T020834,2025-09-21T07:57:00,V003,63.55,0.685,normal,52.382049,4.911649,41.26
T020835,2025-09-21T07:57:30,V003,45.81,-0.092,normal,52.382008,4.911691,40.14
T020836,2025-09-21T07:58:00,V003,66.87,0.104,normal,52.382075,4.911853,39.29
T020837,2025-09-21T07:58:30,V003,78.67,-0.287,normal,52.382208,4.911946,38.96
T020838,2025-09-21T07:59:00,V003,53.96,-0.078,normal,52.38228,4.911907,35.21
T020839,2025-09-21T07:59:30,V003,63.27,0.051,normal,52.382185,4.912025,39.34
T020840,2025-09-21T08:00:00,V003,47.56,-0.366,normal,52.382272,4.91205,36.42
T020841,2025-09-21T08:00:30,V003,30.56,-3.058,hard_brake,52.382252,4.91206,36.9
T020842,2025-09-21T08:01:00,V003,60.63,0.046,normal,52.382065,4.912253,32.92
T020843,2025-09-21T08:01:30,V003,60.98,0.652,normal,52.382139,4.912332,30.16
T020844,2025-09-21T08:02:00,V003,61.5,-0.387,normal,52.382136,4.912351,33.27
T020845,2025-09-21T08:02:30,V003,54.41,0.707,normal,52.382154,4.912488,31.01
T020846,2025-09-21T08:03:00,V003,69.64,-0.113,normal,52.3822,4.912718,31.17
T020847,2025-09-21T08:03:30,V003,56.44,0.28,normal,52.382173,4.912739,31.85
T020848,2025-09-21T08:04:00,V003,68.79,-0.111,normal,52.382329,4.912858,35.3
T020849,2025-09-21T08:04:30,V003,58.72,-0.011,normal,52.382228,4.912741,35.07
T020850,2025-09-21T08:05:00,V003,56.73,0.97,normal,52.382159,4.912887,32.19
T020851,2025-09-21T08:05:30,V003,47.65,-2.675,hard_brake,52.382237,4.912902,25.6
T020852,2025-09-21T08:06:00,V003,50.82,0.898,normal,52.382354,4.913016,19.43
T020853,2025-09-21T08:06:30,V003,62.79,0.651,normal,52.382311,4.913191,23.4
T020854,2025-09-21T08:07:00,V003,44.37,0.284,normal,52.382306,4.913143,24.51
T020855,2025-09-21T08:07:30,V003,62.64,-0.114,normal,52.38235,4.913204,30.04
T020856,2025-09-21T08:08:00,V003,48.27,0.778,normal,52.382421,4.913248,31.38
T020857,2025-09-21T08:08:30,V003,76.14,1.127,normal,52.38254,4.913272,31.85
T020858,2025-09-21T08:09:00,V003,83.49,-0.951,normal,52.382505,4.913253,27.83
T020859,2025-09-21T08:09:30,V003,60.89,0.208,normal,52.382602,4.913323,25.68
T020860,2025-09-21T08:10:00,V003,57.45,-0.607,normal,52.382687,4.91351,29.97
T020861,2025-09-21T08:10:30,V003,43.09,-4.004,hard_brake,52.382707,4.913534,31.6
T020862,2025-09-21T08:11:00,V003,62.49,0.559,normal,52.382714,4.913637,28.86
T020863,2025-09-21T08:11:30,V003,44.33,0.758,normal,52.38281,4.913381,35.69
T020864,2025-09-21T08:12:00,V003,41.78,-0.799,normal,52.382928,4.91341,37.56
T020865,2025-09-21T08:12:30,V003,57.82,1.237,hard_accel,52.383072,4.913504,36.98
T020866,2025-09-21T08:13:00,V003,41.17,-0.149,normal,52.383271,4.913561,39.13
T020867,2025-09-21T08:13:30,V003,44.99,0.116,normal,52.38329,4.913652,36.9
T020868,2025-09-21T08:14:00,V003,52.3,-0.448,normal,52.383422,4.913573,35.41
T020869,2025-09-21T08:14:30,V003,63.82,0.671,normal,52.383412,4.913566,39.64
T020870,2025-09-21T08:15:00,V003,65.67,-0.224,normal,52.383577,4.913631,37.15
T020871,2025-09-21T08:15:30,V003,62.2,0.227,normal,52.383584,4.913659,38.47
T020872,2025-09-21T08:16:00,V003,38.9,0.126,normal,52.38367,4.91387,36.36
T020873,2025-09-21T08:16:30,V003,65.95,-0.599,normal,52.383584,4.914146,32.22
T020874,2025-09-21T08:17:00,V003,48.58,0.075,normal,52.383707,4.914122,28.82
T020875,2025-09-21T08:17:30,V003,66.46,0.171,normal,52.383788,4.914119,30.63
T020876,2025-09-21T08:18:00,V003,53.42,-0.091,normal,52.383897,4.914287,33.32
T020877,2025-09-21T08:18:30,V003,68.16,-0.095,normal,52.383978,4.914356,36.42
T020878,2025-09-21T08:19:00,V003,67.04,-0.957,normal,52.384068,4.914409,40.08
T020879,2025-09-21T08:19:30,V003,52.32,0.448,normal,52.38427,4.914554,36.3
T020880,2025-09-21T08:20:00,V003,61.86,-0.092,normal,52.384247,4.914498,36.84
T020881,2025-09-21T08:20:30,V003,49.64,-0.206,normal,52.384325,4.91487,38.27
T020882,2025-09-21T08:21:00,V003,57.05,-1.625,normal,52.384321,4.914991,33.53
T020883,2025-09-21T08:21:30,V003,71.06,-0.097,normal,52.384396,4.915251,35.35
T020884,2025-09-21T08:22:00,V003,57.62,-0.289,normal,52.384282,4.915503,39.0
T020885,2025-09-21T08:22:30,V003,49.21,0.563,normal,52.384372,4.915495,43.84
T020886,2025-09-21T08:23:00,V003,38.88,-0.134,normal,52.384325,4.915435,39.67
T020887,2025-09-21T08:23:30,V003,50.43,-0.053,normal,52.384361,4.91541,42.39
T020888,2025-09-21T08:24:00,V003,69.3,0.153,normal,52.384223,4.915262,37.26
T020889,2025-09-21T08:24:30,V003,41.39,0.369,normal,52.384258,4.915421,35.57
T020890,2025-09-21T08:25:00,V003,27.61,-1.971,hard_brake,52.384268,4.915402,36.92
T020891,2025-09-21T08:25:30,V003,59.59,-0.991,normal,52.384376,4.915535,36.46
T020892,2025-09-21T08:26:00,V003,57.36,-0.162,normal,52.38445,4.91554,34.41
T020893,2025-09-21T08:26:30,V003,51.23,0.115,normal,52.384346,4.915429,32.92
T020894,2025-09-21T08:27:00,V003,61.37,-0.459,normal,52.384588,4.915778,33.9
T020895,2025-09-21T08:27:30,V003,57.99,-0.34,normal,52.384642,4.915751,31.6
T020896,2025-09-21T08:28:00,V003,92.6,3.782,hard_accel,52.384823,4.915779,36.27
T020897,2025-09-21T08:28:30,V003,51.31,-0.023,normal,52.384905,4.915847,34.77
T020898,2025-09-21T08:29:00,V003,63.82,0.936,normal,52.38503,4.916086,38.05
T020899,2025-09-21T08:29:30,V003,66.23,1.774,hard_accel,52.385094,4.916102,35.72
T020900,2025-09-21T08:30:00,V003,69.88,0.201,normal,52.385094,4.916041,35.53
T020901,2025-09-21T08:30:30,V003,68.25,0.097,normal,52.385169,4.916002,35.71
T020902,2025-09-21T08:31:00,V003,57.46,-0.153,normal,52.384961,4.916007,36.46
T020903,2025-09-21T08:31:30,V003,46.04,-0.269,normal,52.385128,4.916049,38.4
T020904,2025-09-21T08:32:00,V003,60.93,0.298,normal,52.385225,4.916124,34.4
T020905,2025-09-21T08:32:30,V003,68.16,0.127,normal,52.385222,4.916258,36.55
T020906,2025-09-21T08:33:00,V003,46.62,-2.637,hard_brake,52.385146,4.916432,38.77
T020907,2025-09-21T08:33:30,V003,59.3,0.503,normal,52.385198,4.916581,42.78
T020908,2025-09-21T08:34:00,V003,52.55,0.177,normal,52.385138,4.916589,43.08
T020909,2025-09-21T08:34:30,V003,68.6,0.081,normal,52.385128,4.916694,41.17
T020910,2025-09-21T08:35:00,V003,52.72,0.082,normal,52.385192,4.916824,38.59
T020911,2025-09-21T08:35:30,V003,44.3,0.132,normal,52.38509,4.916888,38.18
T020912,2025-09-21T08:36:00,V003,72.68,-0.802,normal,52.385107,4.916882,37.14
T020913,2025-09-21T08:36:30,V003,45.66,-0.263,normal,52.385376,4.91697,33.4
T020914,2025-09-21T08:37:00,V003,67.21,1.172,normal,52.385504,4.917028,32.3
T020915,2025-09-21T08:37:30,V003,47.68,-0.033,normal,52.385534,4.917235,34.21
T020916,2025-09-21T08:38:00,V003,58.88,-0.123,normal,52.385355,4.917254,35.05
T020917,2025-09-21T08:38:30,V003,75.41,0.148,normal,52.385368,4.917282,34.75
T020918,2025-09-21T08:39:00,V003,64.7,-0.218,normal,52.385437,4.917441,33.95
T020919,2025-09-21T08:39:30,V003,72.29,0.139,normal,52.385464,4.91754,34.26
T020920,2025-09-21T08:40:00,V003,65.74,1.001,normal,52.385473,4.917716,29.69
T020921,2025-09-21T08:40:30,V003,45.88,-0.161,normal,52.385462,4.917817,27.06
T020922,2025-09-21T08:41:00,V003,55.67,0.591,normal,52.385499,4.917835,27.59
T020923,2025-09-21T08:41:30,V003,56.51,-0.375,normal,52.38557,4.918133,29.87
T020924,2025-09-21T08:42:00,V003,74.3,-0.825,normal,52.385609,4.918046,33.43
T020925,2025-09-21T08:42:30,V003,82.91,0.194,normal,52.38575,4.918164,32.71
T020926,2025-09-21T08:43:00,V003,62.72,-0.463,normal,52.385804,4.918232,36.99
T020927,2025-09-21T08:43:30,V003,51.85,0.268,normal,52.385791,4.918183,39.04
T020928,2025-09-21T08:44:00,V003,50.4,-0.008,normal,52.385895,4.918339,40.08
T020929,2025-09-21T08:44:30,V003,76.55,0.666,normal,52.385919,4.918487,41.0
T020930,2025-09-21T08:45:00,V003,64.93,0.623,normal,52.386114,4.918682,38.16
T020931,2025-09-21T08:45:30,V003,52.26,-0.396,normal,52.386049,4.918826,29.46
T020932,2025-09-21T08:46:00,V003,64.91,0.187,normal,52.385928,4.918899,31.73
T020933,2025-09-21T08:46:30,V003,77.8,-0.095,normal,52.386114,4.919292,29.79
T020934,2025-09-21T08:47:00,V003,54.57,0.403,normal,52.386057,4.919217,22.67
T020935,2025-09-21T08:47:30,V003,44.81,0.418,normal,52.386099,4.919365,25.64
T020936,2025-09-21T08:48:00,V003,50.6,0.701,normal,52.386206,4.919498,32.46
T020937,2025-09-21T08:48:30,V003,61.93,-0.722,normal,52.38636,4.91972,30.39
T020938,2025-09-21T08:49:00,V003,50.44,-0.621,normal,52.386439,4.919874,30.83
T020939,2025-09-21T08:49:30,V003,52.64,-0.382,normal,52.386406,4.920003,35.17
T020940,2025-09-21T08:50:00,V003,43.89,0.078,normal,52.386404,4.920119,39.06
T020941,2025-09-21T08:50:30,V003,38.32,-0.569,normal,52.386557,4.920271,39.25
T020942,2025-09-21T08:51:00,V003,54.29,-0.667,normal,52.386484,4.920541,42.56
T020943,2025-09-21T08:51:30,V003,78.4,0.699,normal,52.386365,4.920488,42.62
T020944,2025-09-21T08:52:00,V003,31.69,-0.074,normal,52.386443,4.920432,37.31
T020945,2025-09-21T08:52:30,V003,64.64,0.161,normal,52.386512,4.92043,43.98
T020946,2025-09-21T08:53:00,V003,45.41,0.53,normal,52.386678,4.92039,44.21
T020947,2025-09-21T08:53:30,V003,29.5,0.696,normal,52.386902,4.920538,36.65
T020948,2025-09-21T08:54:00,V003,71.95,-0.632,normal,52.386964,4.920722,36.63
T020949,2025-09-21T08:54:30,V003,53.78,-0.329,normal,52.387134,4.920677,43.22
T020950,2025-09-21T08:55:00,V003,42.09,-0.217,normal,52.38715,4.920608,45.3
T020951,2025-09-21T08:55:30,V003,58.42,0.377,normal,52.387192,4.92062,46.37
T020952,2025-09-21T08:56:00,V003,67.71,-0.47,normal,52.387234,4.920536,53.14
T020953,2025-09-21T08:56:30,V003,54.7,-0.271,lane_change,52.38716,4.920498,51.94
T020954,2025-09-21T08:57:00,V003,52.64,0.408,normal,52.387351,4.920726,53.55
T020955,2025-09-21T08:57:30,V003,37.41,-2.231,hard_brake,52.387445,4.920757,57.41
T020956,2025-09-21T08:58:00,V003,84.61,0.482,normal,52.387425,4.920969,61.8
T020957,2025-09-21T08:58:30,V003,44.2,0.172,normal,52.387475,4.920963,58.64
T020958,2025-09-21T08:59:00,V003,84.72,-0.199,normal,52.387503,4.920862,59.24
T020959,2025-09-21T08:59:30,V003,22.08,-2.426,hard_brake,52.387437,4.920978,62.2
T020960,2025-09-21T09:00:00,V003,63.44,0.039,normal,52.387488,4.920966,68.82
T020961,2025-09-21T09:00:30,V003,80.62,-0.082,normal,52.387587,4.92108,66.7
T020962,2025-09-21T09:01:00,V003,55.7,0.618,normal,52.387893,4.921262,71.28
T020963,2025-09-21T09:01:30,V003,39.9,-0.003,normal,52.38806,4.921531,72.11
T020964,2025-09-21T09:02:00,V003,45.3,-0.325,lane_change,52.388111,4.921626,76.53
T020965,2025-09-21T09:02:30,V003,54.4,-0.214,normal,52.388305,4.921986,74.3
T020966,2025-09-21T09:03:00,V003,59.78,0.079,normal,52.388068,4.922146,69.96
T020967,2025-09-21T09:03:30,V003,69.54,0.373,normal,52.388039,4.922231,65.9
T020968,2025-09-21T09:04:00,V003,70.23,0.431,normal,52.387981,4.9224,66.86
T020969,2025-09-21T09:04:30,V003,58.05,-0.043,normal,52.387939,4.92226,66.95
T020970,2025-09-21T09:05:00,V003,61.82,-0.504,normal,52.388008,4.92232,68.08
T020971,2025-09-21T09:05:30,V003,67.86,-0.035,normal,52.387994,4.922242,67.69
T020972,2025-09-21T09:06:00,V003,69.02,-1.283,normal,52.388019,4.922435,75.54
T020973,2025-09-21T09:06:30,V003,54.77,-0.074,normal,52.388084,4.92256,80.88
T020974,2025-09-21T09:07:00,V003,74.23,-0.12,normal,52.388233,4.922515,81.47
T020975,2025-09-21T09:07:30,V003,66.91,0.534,normal,52.388455,4.922347,81.43
T020976,2025-09-21T09:08:00,V003,75.72,0.868,normal,52.388524,4.922471,77.42
T020977,2025-09-21T09:08:30,V003,38.56,0.428,normal,52.388524,4.922373,76.43
T020978,2025-09-21T09:09:00,V003,57.98,0.358,normal,52.388481,4.922451,75.33
T020979,2025-09-21T09:09:30,V003,61.84,-0.016,normal,52.388532,4.922743,70.78
T020980,2025-09-21T09:10:00,V003,63.73,-0.098,normal,52.388475,4.92289,70.04
T020981,2025-09-21T09:10:30,V003,51.66,2.277,hard_accel,52.388462,4.922813,70.94
T020982,2025-09-21T09:11:00,V003,46.06,0.096,normal,52.388463,4.922871,74.77
T020983,2025-09-21T09:11:30,V003,47.7,-0.132,normal,52.388551,4.922991,80.02
T020984,2025-09-21T09:12:00,V003,79.04,0.428,normal,52.388438,4.923058,79.37
T020985,2025-09-21T09:12:30,V003,61.49,0.2,normal,52.388412,4.92318,79.82
T020986,2025-09-21T09:13:00,V003,41.49,-0.071,normal,52.388449,4.923266,76.91
T020987,2025-09-21T09:13:30,V003,50.1,0.951,normal,52.388319,4.923325,77.57
T020988,2025-09-21T09:14:00,V003,44.23,0.925,normal,52.388312,4.923234,80.15
T020989,2025-09-21T09:14:30,V003,73.65,0.934,normal,52.388274,4.923297,77.49
T020990,2025-09-21T09:15:00,V003,66.44,-0.582,normal,52.388293,4.9234,72.58
T020991,2025-09-21T09:15:30,V003,58.69,0.229,normal,52.388361,4.923352,72.05
T020992,2025-09-21T09:16:00,V003,51.29,-0.724,normal,52.388358,4.923492,72.3
T020993,2025-09-21T09:16:30,V003,56.48,0.17,normal,52.388423,4.923509,67.88
T020994,2025-09-21T09:17:00,V003,63.1,0.566,normal,52.388446,4.923658,71.06
T020995,2025-09-21T09:17:30,V003,66.49,-0.627,normal,52.388579,4.923749,66.42
T020996,2025-09-21T09:18:00,V003,94.19,0.572,normal,52.388644,4.923677,64.26
T020997,2025-09-21T09:18:30,V003,73.35,0.676,normal,52.388688,4.923844,63.42
T020998,2025-09-21T09:19:00,V003,58.23,-0.223,normal,52.388782,4.923821,66.72
T020999,2025-09-21T09:19:30,V003,41.52,-0.217,normal,52.388997,4.9239,67.78
T021000,2025-09-21T09:20:00,V003,64.38,-1.115,normal,52.388951,4.924119,65.18
T021001,2025-09-21T09:20:30,V003,66.15,1.164,normal,52.388926,4.924182,62.6
T021002,2025-09-21T09:21:00,V003,55.67,-0.226,normal,52.389075,4.924221,67.92
T021003,2025-09-21T09:21:30,V003,72.53,-0.495,normal,52.38918,4.924225,65.69
T021004,2025-09-21T09:22:00,V003,59.81,-0.148,normal,52.389272,4.924083,63.72
T021005,2025-09-21T09:22:30,V003,54.3,0.119,normal,52.389064,4.924023,59.42
T021006,2025-09-21T09:23:00,V003,82.99,0.589,normal,52.389094,4.924092,58.89
T021007,2025-09-21T09:23:30,V003,58.47,-0.419,normal,52.389206,4.924096,58.53
T021008,2025-09-21T09:24:00,V003,68.44,0.086,normal,52.389207,4.924264,58.13
T021009,2025-09-21T09:24:30,V003,51.76,0.348,normal,52.389389,4.924268,54.18
T021010,2025-09-21T09:25:00,V003,52.41,-0.447,normal,52.389399,4.92424,47.38
T021011,2025-09-21T09:25:30,V003,50.74,0.127,normal,52.389464,4.924393,48.07
T021012,2025-09-21T09:26:00,V003,77.95,0.025,normal,52.389619,4.924476,48.31
T021013,2025-09-21T09:26:30,V003,36.42,0.19,normal,52.389744,4.9245,47.58
T021014,2025-09-21T09:27:00,V003,91.79,-1.074,normal,52.389837,4.924319,49.68
T021015,2025-09-21T09:27:30,V003,47.91,0.152,normal,52.389851,4.924328,52.69
T021016,2025-09-21T09:28:00,V003,43.56,0.034,normal,52.389993,4.924482,57.9
T021017,2025-09-21T09:28:30,V003,46.08,-0.045,normal,52.389967,4.924452,51.61
T021018,2025-09-21T09:29:00,V003,69.4,-0.808,normal,52.389932,4.924578,52.67
T021019,2025-09-21T09:29:30,V003,60.21,0.082,normal,52.389835,4.924762,48.28
T021020,2025-09-21T09:30:00,V003,53.12,-0.542,normal,52.389933,4.924653,53.98
T021021,2025-09-21T09:30:30,V003,47.17,-0.325,normal,52.389911,4.924702,60.88
T021022,2025-09-21T09:31:00,V003,63.76,0.231,normal,52.389839,4.924715,68.41
T021023,2025-09-21T09:31:30,V003,53.56,-0.397,normal,52.389783,4.924704,62.89
T021024,2025-09-21T09:32:00,V003,40.5,-1.135,normal,52.389999,4.924735,67.99
T021025,2025-09-21T09:32:30,V003,57.24,0.677,normal,52.390003,4.924975,64.68
T021026,2025-09-21T09:33:00,V003,49.93,0.626,normal,52.390217,4.924904,66.42
T021027,2025-09-21T09:33:30,V003,71.17,-0.285,lane_change,52.390248,4.9249,63.4
T021028,2025-09-21T09:34:00,V003,57.0,0.025,normal,52.390441,4.925093,60.66
T021029,2025-09-21T09:34:30,V003,64.25,-0.26,normal,52.390529,4.925078,61.23
T021030,2025-09-21T09:35:00,V003,60.45,0.005,normal,52.390615,4.925171,68.74
T021031,2025-09-21T09:35:30,V003,50.56,0.237,normal,52.390686,4.925249,70.3
T021032,2025-09-21T09:36:00,V003,61.93,0.345,normal,52.390889,4.925582,70.37
T021033,2025-09-21T09:36:30,V003,42.9,1.085,lane_change,52.390929,4.92586,68.91
T021034,2025-09-21T09:37:00,V003,77.27,-0.838,normal,52.390982,4.926019,67.18
T021035,2025-09-21T09:37:30,V003,49.72,0.719,normal,52.390961,4.926103,68.24
T021036,2025-09-21T09:38:00,V003,76.62,-0.275,normal,52.390855,4.926149,76.36
T021037,2025-09-21T09:38:30,V003,87.11,1.334,hard_accel,52.390824,4.926024,70.01
T021038,2025-09-21T09:39:00,V003,45.13,-0.075,normal,52.390818,4.926222,64.6
T021039,2025-09-21T09:39:30,V003,57.96,0.265,normal,52.390739,4.926327,68.38
T021040,2025-09-21T09:40:00,V003,59.62,-0.842,normal,52.390699,4.926595,69.98
T021041,2025-09-21T09:40:30,V003,63.08,0.049,normal,52.390573,4.926911,70.22
T021042,2025-09-21T09:41:00,V003,43.86,-0.187,normal,52.390541,4.927046,63.07
T021043,2025-09-21T09:41:30,V003,50.22,-0.487,normal,52.390673,4.927056,61.53
T021044,2025-09-21T09:42:00,V003,90.89,2.019,hard_accel,52.39086,4.927213,66.38
T021045,2025-09-21T09:42:30,V003,36.14,-0.216,normal,52.390687,4.927425,64.53
T021046,2025-09-21T09:43:00,V003,51.17,1.426,normal,52.390744,4.927522,63.02
T021047,2025-09-21T09:43:30,V003,47.31,-0.812,lane_change,52.390814,4.927441,63.6
T021048,2025-09-21T09:44:00,V003,59.63,-0.339,normal,52.390801,4.927498,62.37
T021049,2025-09-21T09:44:30,V003,58.83,-0.631,normal,52.390763,4.92761,63.17
T021050,2025-09-21T09:45:00,V003,72.13,-0.337,normal,52.390732,4.927568,57.93
T021051,2025-09-21T09:45:30,V003,79.19,0.312,normal,52.390699,4.927718,61.97
T021052,2025-09-21T09:46:00,V003,60.86,-0.824,normal,52.390854,4.927583,64.6
T021053,2025-09-21T09:46:30,V003,69.11,-0.415,normal,52.390991,4.9277,63.71
T021054,2025-09-21T09:47:00,V003,19.6,-0.198,normal,52.391125,4.927703,58.37
T021055,2025-09-21T09:47:30,V003,59.73,0.194,normal,52.391126,4.927677,53.71
T021056,2025-09-21T09:48:00,V003,50.83,-0.099,normal,52.391096,4.927831,53.34
T021057,2025-09-21T09:48:30,V003,52.45,0.353,normal,52.391177,4.927937,54.47
T021058,2025-09-21T09:49:00,V003,43.41,0.421,normal,52.391232,4.927717,53.38
T021059,2025-09-21T09:49:30,V003,65.32,2.424,hard_accel,52.391373,4.927654,49.82
T021060,2025-09-23T06:00:00,V004,59.92,0.469,normal,52.370249,4.895,359.41
T021061,2025-09-23T06:00:05,V004,76.18,0.582,normal,52.37008,4.89495,0.07
T021062,2025-09-23T06:00:10,V004,58.32,-0.243,normal,52.370095,4.895064,355.28
T021063,2025-09-23T06:00:15,V004,48.42,-0.917,normal,52.370136,4.89511,351.42
T021064,2025-09-23T06:00:20,V004,53.54,-0.189,normal,52.37029,4.895151,349.5
T021065,2025-09-23T06:00:25,V004,80.49,-0.128,normal,52.370288,4.895118,349.89
T021066,2025-09-23T06:00:30,V004,66.75,0.443,normal,52.370198,4.895028,351.0
T021067,2025-09-23T06:00:35,V004,54.68,-0.02,normal,52.370146,4.895078,354.4
T021068,2025-09-23T06:00:40,V004,59.56,-0.224,lane_change,52.370319,4.895058,349.87
T021069,2025-09-23T06:00:45,V004,66.03,-0.683,normal,52.370326,4.895148,349.54
T021070,2025-09-23T06:00:50,V004,69.98,-0.236,normal,52.370377,4.895253,348.81
T021071,2025-09-23T06:00:55,V004,59.22,-0.437,normal,52.370487,4.895227,346.91
T021072,2025-09-23T06:01:00,V004,53.63,-0.163,normal,52.370485,4.89546,343.37
T021073,2025-09-23T06:01:05,V004,64.7,-0.913,normal,52.370552,4.895345,338.72
T021074,2025-09-23T06:01:10,V004,58.13,0.833,normal,52.370512,4.895496,338.28
T021075,2025-09-23T06:01:15,V004,47.43,-0.187,normal,52.370529,4.895383,342.25
T021076,2025-09-23T06:01:20,V004,58.97,-0.116,normal,52.370436,4.89528,342.79
T021077,2025-09-23T06:01:25,V004,48.39,0.674,normal,52.370447,4.895364,344.8
T021078,2025-09-23T06:01:30,V004,46.61,-0.271,normal,52.370668,4.895618,344.2
T021079,2025-09-23T06:01:35,V004,54.14,-0.142,normal,52.370764,4.89555,342.16
T021080,2025-09-23T06:01:40,V004,68.96,0.488,normal,52.370814,4.895576,342.4
T021081,2025-09-23T06:01:45,V004,50.84,-0.017,normal,52.370909,4.89562,342.15
T021082,2025-09-23T06:01:50,V004,96.59,-0.003,normal,52.370845,4.895768,336.44
T021083,2025-09-23T06:01:55,V004,69.57,-0.179,normal,52.37094,4.895698,333.93
T021084,2025-09-23T06:02:00,V004,39.54,0.514,normal,52.370952,4.895596,329.35
T021085,2025-09-23T06:02:05,V004,44.24,0.703,normal,52.371101,4.895751,332.16
T021086,2025-09-23T06:02:10,V004,69.91,0.099,lane_change,52.37122,4.89576,334.09
T021087,2025-09-23T06:02:15,V004,50.94,-0.397,normal,52.371185,4.89596,336.55
T021088,2025-09-23T06:02:20,V004,47.66,-0.285,lane_change,52.371328,4.896165,333.03
